,price,model_year,manufacturer,model,date_posted,days_listed,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,age
9816,12900,2006,chevrolet,silverado 2500hd,2018-12-07,130,excellent,8.0,gas,185000,automatic,truck,white,1.0,18
9817,28900,2011,ford,f-350 sd,2018-06-30,12,excellent,8.0,diesel,120000,automatic,truck,white,1.0,13
9818,14500,2004,chevrolet,silverado 2500hd,2019-01-11,17,excellent,8.0,gas,106000,automatic,truck,other,1.0,20
9821,20000,2010,toyota,tacoma,2018-11-15,11,excellent,6.0,gas,86700,automatic,pickup,grey,1.0,14
9824,18995,2015,ford,explorer,2018-05-23,29,good,6.0,gas,59565,automatic,SUV,silver,1.0,9
9826,5000,2008,jeep,grand cherokee laredo,2018-10-20,33,good,6.0,gas,151000,automatic,SUV,black,1.0,16
9829,29995,2017,ram,2500,2019-03-08,11,excellent,8.0,gas,42235,automatic,pickup,other,1.0,7
9832,19900,2002,gmc,sierra 2500hd,2018-11-05,15,excellent,8.0,gas,49000,automatic,truck,white,1.0,22
9833,13900,2009,chevrolet,silverado 3500hd,2019-03-25,11,good,8.0,gas,172000,automatic,truck,black,1.0,15
9835,16900,2009,ford,f-250 sd,2018-05-29,149,excellent,10.0,gas,59000,automatic,truck,white,1.0,15
9837,12900,2006,chevrolet,silverado 2500hd,2018-07-16,5,excellent,8.0,gas,185000,automatic,truck,white,1.0,18
9840,14500,2004,chevrolet,silverado 2500hd,2018-10-25,36,excellent,8.0,gas,106000,automatic,truck,grey,1.0,20
9842,5500,2009,nissan,rogue,2018-09-01,29,good,4.0,gas,120000,automatic,SUV,other,1.0,15
9843,6695,2009,gmc,sierra 1500,2019-02-14,58,good,8.0,gas,180486,automatic,pickup,white,1.0,15
9849,3200,2005,jeep,grand cherokee,2018-12-13,8,good,8.0,gas,159000,automatic,SUV,other,1.0,19
9851,26995,2013,chevrolet,silverado 2500hd,2019-03-19,64,good,8.0,diesel,115631,automatic,truck,black,1.0,11
9855,18000,2015,ford,f-250,2018-09-30,78,good,8.0,diesel,170032,automatic,truck,white,1.0,9
9856,3200,2006,chevrolet,trailblazer,2018-06-19,40,good,6.0,gas,200000,automatic,SUV,other,1.0,18
9859,14990,2012,buick,enclave,2018-12-16,30,excellent,6.0,gas,72228,automatic,SUV,red,1.0,12
9862,17995,2003,gmc,sierra 2500hd,2019-04-15,41,like new,8.0,diesel,139820,automatic,truck,other,1.0,21
9865,6000,2004,dodge,dakota,2019-03-06,50,good,8.0,gas,117700,automatic,SUV,blue,1.0,20
9867,23300,2018,nissan,frontier crew cab sv,2018-11-03,14,good,6.0,gas,27493,other,pickup,other,1.0,6
9868,23000,2012,ram,2500,2018-07-01,38,excellent,6.0,diesel,95622,automatic,truck,silver,1.0,12
9869,28500,2016,ford,f150 supercrew cab xlt,2018-09-15,24,good,6.0,gas,44044,other,pickup,other,1.0,8
9870,10795,2014,ford,f-150,2018-09-17,43,good,6.0,gas,165491,automatic,pickup,silver,1.0,10
9871,18200,2011,ford,f-150,2018-07-22,68,good,8.0,gas,96400,automatic,pickup,black,1.0,13
9877,6800,1993,chevrolet,silverado 1500,2018-10-07,32,excellent,8.0,gas,198000,automatic,truck,red,1.0,31
9878,2995,2006,chevrolet,suburban,2018-08-19,22,good,8.0,gas,329039,automatic,SUV,other,1.0,18
9881,15695,2012,cadillac,escalade,2018-12-05,48,good,8.0,gas,133754,automatic,SUV,silver,1.0,12
9884,17495,2012,toyota,4runner,2018-11-23,80,good,6.0,gas,154750,automatic,SUV,other,1.0,12
9888,4995,2004,jeep,grand cherokee,2018-11-08,22,good,6.0,gas,166590,automatic,SUV,black,1.0,20
9894,16990,2009,jeep,wrangler unlimited,2018-11-30,80,excellent,6.0,gas,117375,automatic,SUV,silver,1.0,15
9896,20990,2016,honda,pilot,2018-11-28,51,excellent,5.0,gas,115247,automatic,SUV,silver,1.0,8
9902,19900,2002,gmc,sierra 2500hd,2019-04-11,26,excellent,8.0,gas,49000,automatic,truck,white,1.0,22
9903,14991,2015,ram,1500,2018-07-27,39,good,6.0,gas,129298,automatic,truck,white,1.0,9
9910,12500,2011,ford,f-150,2018-09-06,90,good,8.0,gas,117042,automatic,truck,grey,1.0,13
9912,4495,2008,subaru,impreza,2019-04-02,147,good,4.0,gas,144000,manual,sedan,grey,1.0,16
9914,13999,2012,chevrolet,silverado 1500,2019-01-15,53,excellent,8.0,gas,152000,automatic,truck,other,1.0,12
9915,4000,2005,cadillac,escalade,2019-02-01,25,excellent,8.0,gas,241550,automatic,SUV,other,1.0,19
9917,37995,2018,ram,2500,2018-09-15,17,excellent,6.0,diesel,46008,automatic,pickup,white,1.0,6
9918,18998,2013,ram,1500,2018-07-22,24,excellent,8.0,gas,126058,automatic,truck,brown,1.0,11
9923,59995,2019,ram,2500,2019-01-06,8,like new,6.0,diesel,22635,automatic,truck,white,1.0,5
9924,29588,2017,chevrolet,silverado,2018-08-06,52,like new,8.0,gas,17000,automatic,truck,other,1.0,7
9927,14500,2004,gmc,sierra,2018-10-29,40,like new,8.0,diesel,154859,automatic,truck,black,1.0,20
9936,5500,2008,ford,escape,2018-09-02,64,excellent,6.0,gas,114000,automatic,SUV,custom,1.0,16
9937,1000,2002,subaru,outback,2018-10-08,32,fair,4.0,gas,170000,automatic,hatchback,green,1.0,22
9939,18995,2017,gmc,acadia,2019-03-28,17,excellent,6.0,gas,107430,automatic,SUV,white,1.0,7
9945,38500,2018,ford,f250,2018-08-24,24,excellent,8.0,diesel,55000,automatic,truck,other,1.0,6
9948,22988,2014,ram,1500,2018-06-14,32,like new,8.0,gas,75000,automatic,truck,black,1.0,10
9952,29588,2014,jeep,wrangler,2019-02-26,54,like new,6.0,gas,60000,automatic,SUV,black,1.0,10
9954,14900,2010,ford,f-150,2019-01-07,42,like new,8.0,gas,121920,automatic,truck,other,1.0,14
9965,19950,2015,jeep,wrangler,2018-05-18,22,excellent,6.0,gas,14007,manual,SUV,black,1.0,9
9966,5795,2012,subaru,impreza,2018-05-29,12,excellent,4.0,gas,212000,manual,hatchback,black,1.0,12
9970,29500,2017,chevrolet,silverado 1500,2018-09-11,16,excellent,8.0,gas,51985,automatic,truck,white,1.0,7
9972,5995,1997,ford,f150,2019-01-30,38,like new,8.0,gas,100000,automatic,truck,black,1.0,27
9980,12995,2003,ford,f250 super duty,2018-12-07,3,like new,8.0,diesel,145087,automatic,truck,blue,1.0,21
9981,7500,2005,ford,f350,2018-09-08,53,good,8.0,diesel,280000,automatic,pickup,brown,1.0,19
9985,4995,2010,subaru,impreza,2018-05-16,37,good,4.0,gas,124545,manual,sedan,other,1.0,14
9986,4995,2006,subaru,outback,2018-05-19,43,good,4.0,gas,134648,automatic,wagon,green,1.0,18
9987,6995,2003,chevrolet,silverado,2019-03-03,11,good,8.0,gas,180000,automatic,truck,black,1.0,21
9988,9250,2007,dodge,dakota,2019-02-11,47,excellent,8.0,gas,178000,automatic,truck,silver,1.0,17
9992,16900,2009,ford,f350,2019-02-17,8,excellent,10.0,gas,104000,automatic,truck,purple,1.0,15
9995,19995,2006,ford,f350 super duty,2018-07-09,44,like new,8.0,diesel,142645,automatic,truck,black,1.0,18
9996,8495,2004,chevrolet,silverado,2018-11-18,148,like new,8.0,gas,107000,automatic,truck,other,1.0,20
10000,11500,2007,ford,ranger,2018-05-11,38,like new,6.0,gas,50000,automatic,truck,other,1.0,17
10002,13000,2013,toyota,rav4,2019-01-14,1,like new,4.0,gas,74524,automatic,SUV,white,1.0,11
10007,8995,1997,toyota,tacoma,2018-09-29,36,like new,6.0,gas,126370,manual,truck,black,1.0,27
10008,10000,1997,ford,f250 super duty,2018-09-26,50,good,8.0,diesel,247000,automatic,truck,white,1.0,27
10009,10000,1997,ford,f250 super duty,2018-10-28,151,good,8.0,diesel,247000,automatic,truck,white,1.0,27
10012,15500,2012,chevrolet,silverado 1500,2019-04-07,60,excellent,8.0,gas,137249,automatic,pickup,blue,1.0,12
10016,13900,2010,chevrolet,silverado 2500hd,2018-10-12,68,good,8.0,gas,173210,automatic,pickup,white,1.0,14
10021,23800,2019,nissan,frontier crew cab sv,2019-04-12,11,good,6.0,gas,10899,other,pickup,silver,1.0,5
10023,11475,2008,toyota,4runner,2019-02-13,33,excellent,6.0,gas,166988,automatic,SUV,other,1.0,16
10024,30300,2017,ford,f150 supercrew cab xlt,2018-11-14,63,good,6.0,gas,30339,automatic,pickup,brown,1.0,7
10027,22795,2017,toyota,4runner,2019-02-15,4,excellent,6.0,gas,72203,automatic,SUV,red,1.0,7
10028,12995,2007,jeep,wrangler,2018-06-17,91,excellent,6.0,gas,121802,automatic,SUV,silver,1.0,17
10030,5500,2007,ram,1500,2019-02-11,58,fair,8.0,gas,113000,automatic,truck,other,1.0,17
10034,4900,1999,ram,2500,2019-01-21,26,good,8.0,gas,254,manual,truck,black,1.0,25
10039,31995,2017,ford,f-150,2019-02-20,64,like new,8.0,gas,31193,automatic,truck,grey,1.0,7
10043,25200,2015,chevrolet,silverado 1500 crew,2019-03-21,17,good,8.0,gas,94954,automatic,pickup,other,1.0,9
10044,8999,2006,ford,f250,2018-08-16,26,good,8.0,diesel,163726,automatic,truck,black,1.0,18
10047,5800,2005,chevrolet,tahoe,2018-10-17,15,good,8.0,gas,185000,automatic,SUV,other,1.0,19
10048,14250,2011,nissan,frontier,2018-12-21,40,excellent,6.0,gas,28550,automatic,pickup,red,1.0,13
10051,44300,2018,chevrolet,silverado 1500,2018-06-26,28,good,8.0,gas,10500,automatic,pickup,black,1.0,6
10053,19995,2015,chevrolet,equinox,2018-05-06,35,excellent,4.0,gas,53725,automatic,SUV,other,1.0,9
10054,46234,2018,ford,explorer,2018-06-26,40,excellent,4.0,gas,4217,automatic,SUV,black,1.0,6
10057,15900,2003,ford,f250,2018-05-21,53,excellent,8.0,diesel,97000,automatic,pickup,brown,1.0,21
10058,19750,2012,bmw,x5,2018-12-10,23,excellent,6.0,diesel,45760,automatic,SUV,black,1.0,12
10063,7100,2003,chevrolet,silverado 1500,2018-09-18,23,excellent,8.0,gas,171500,automatic,truck,silver,1.0,21
10064,15999,2011,ford,f150 supercrew cab xlt,2018-06-11,34,excellent,8.0,gas,114000,automatic,truck,black,1.0,13
10069,50000,2016,chevrolet,silverado 2500hd,2019-04-11,21,like new,8.0,diesel,46800,automatic,truck,silver,1.0,8
10076,6500,2004,toyota,highlander,2018-07-01,87,good,6.0,gas,153966,automatic,SUV,silver,1.0,20
10080,21995,2012,chevrolet,silverado 1500,2019-02-07,18,like new,8.0,gas,99016,automatic,truck,blue,1.0,12
10081,24995,2008,ram,2500,2018-08-05,33,excellent,6.0,diesel,191603,automatic,truck,black,1.0,16
10089,12950,2009,ram,1500,2018-10-17,14,excellent,8.0,gas,105389,automatic,pickup,grey,1.0,15
10090,8000,2007,chevrolet,silverado 1500,2019-04-01,30,excellent,8.0,gas,167000,automatic,truck,grey,1.0,17
10091,14850,2016,chevrolet,traverse,2019-04-08,55,good,6.0,gas,52504,automatic,SUV,silver,1.0,8
10097,12900,2006,chevrolet,silverado 2500hd,2018-11-15,44,excellent,8.0,gas,185000,automatic,truck,white,1.0,18
10101,26788,2017,jeep,grand cherokee,2018-08-15,1,excellent,6.0,gas,30601,automatic,SUV,other,1.0,7
10103,28900,2014,chevrolet,silverado 1500 crew,2018-05-27,74,good,8.0,other,30519,automatic,pickup,other,1.0,10
10105,26900,2014,chevrolet,silverado 1500 crew,2018-07-23,83,good,8.0,gas,68607,automatic,pickup,black,1.0,10
10107,26900,2014,chevrolet,silverado 1500 crew,2019-04-01,64,good,8.0,gas,68607,automatic,pickup,black,1.0,10
10109,12000,2012,gmc,sierra,2019-03-01,8,good,8.0,gas,174109,automatic,truck,black,1.0,12
10115,14991,2013,toyota,rav4,2018-12-18,34,good,4.0,gas,101277,automatic,SUV,silver,1.0,11
10116,19945,2017,kia,sorento,2018-12-13,47,excellent,4.0,gas,50934,automatic,SUV,black,1.0,7
10117,6000,2010,subaru,impreza,2018-05-22,69,good,4.0,gas,108746,automatic,sedan,black,1.0,14
10118,4500,2002,ford,escape,2018-11-26,42,excellent,6.0,gas,143000,automatic,SUV,red,1.0,22
10121,21000,2018,nissan,frontier crew cab sv,2019-01-31,40,good,6.0,gas,39852,other,pickup,other,1.0,6
10124,5900,2008,toyota,rav4,2019-01-06,38,good,6.0,gas,203500,automatic,SUV,other,1.0,16
10125,25900,2015,ford,f150 supercrew cab xlt,2018-10-12,69,good,6.0,gas,59799,other,pickup,other,1.0,9
10126,7100,2014,subaru,outback,2019-02-07,51,good,4.0,gas,144050,manual,SUV,other,1.0,10
10127,25900,2015,ford,f150 supercrew cab xlt,2018-08-22,69,good,6.0,gas,59799,other,pickup,red,1.0,9
10129,32777,2012,chevrolet,silverado 2500hd,2018-05-03,2,excellent,8.0,diesel,81137,automatic,truck,silver,1.0,12
10130,21000,2018,nissan,frontier crew cab sv,2018-10-31,37,good,6.0,gas,39852,other,pickup,silver,1.0,6
10138,33000,2016,chevrolet,silverado,2019-02-24,44,excellent,8.0,gas,46000,automatic,truck,other,1.0,8
10144,28900,2017,ford,f150 supercrew cab xlt,2018-10-16,19,good,6.0,gas,49225,automatic,pickup,white,1.0,7
10146,22599,2013,ford,f-150,2018-09-06,60,excellent,6.0,gas,67494,automatic,truck,other,1.0,11
10148,21900,2018,nissan,frontier crew cab sv,2018-09-29,14,good,6.0,gas,27576,other,pickup,white,1.0,6
10149,24600,2014,chevrolet,silverado 1500 crew,2019-01-05,33,good,6.0,gas,85048,automatic,pickup,other,1.0,10
10150,33900,2018,chevrolet,silverado 1500 crew,2018-12-07,22,good,8.0,gas,11315,other,pickup,white,1.0,6
10154,21995,2012,chevrolet,silverado 1500,2018-11-03,8,like new,8.0,gas,99016,automatic,truck,blue,1.0,12
10156,33575,2017,jeep,grand cherokee,2019-03-07,7,excellent,6.0,gas,42938,automatic,SUV,black,1.0,7
10160,37000,2018,chevrolet,silverado 1500 crew,2018-10-19,27,good,8.0,gas,30465,other,pickup,white,1.0,6
10161,17545,2017,kia,sorento,2018-11-01,37,excellent,6.0,gas,51531,automatic,SUV,silver,1.0,7
10162,27500,2014,toyota,tundra,2019-03-01,52,excellent,8.0,gas,72000,automatic,pickup,black,1.0,10
10164,1,2019,ford,fusion,2019-03-21,17,excellent,4.0,gas,12500,automatic,sedan,blue,1.0,5
10165,1,2018,honda,civic,2018-11-25,28,excellent,4.0,gas,31829,manual,sedan,white,1.0,6
10166,1,2019,dodge,charger,2019-01-25,91,excellent,10.0,gas,13046,other,sedan,white,1.0,5
10167,1,2018,chevrolet,colorado,2018-05-31,67,excellent,6.0,gas,8032,automatic,truck,other,1.0,6
10168,1,2017,honda,civic,2018-06-15,50,excellent,4.0,gas,34386,automatic,sedan,blue,1.0,7
10169,1,2015,dodge,charger,2018-12-05,13,excellent,10.0,gas,59772,other,sedan,other,1.0,9
10170,1,2018,toyota,corolla,2018-05-07,80,excellent,10.0,gas,8912,other,sedan,black,1.0,6
10175,4995,2011,ford,expedition,2018-09-28,50,excellent,8.0,gas,187496,automatic,SUV,other,1.0,13
10177,25100,2015,chevrolet,silverado 1500 crew,2018-07-27,17,good,6.0,gas,58890,automatic,pickup,green,1.0,9
10181,26000,2015,chevrolet,silverado 1500 crew,2018-12-25,81,good,8.0,gas,92281,automatic,pickup,white,1.0,9
10182,9800,2006,ford,f-250,2019-02-18,22,good,8.0,diesel,205128,automatic,pickup,other,1.0,18
10184,4995,2002,chevrolet,trailblazer,2018-05-08,53,excellent,6.0,gas,99030,automatic,SUV,grey,1.0,22
10187,13300,2001,jeep,wrangler,2018-10-02,49,excellent,6.0,gas,113000,manual,SUV,other,1.0,23
10188,16995,2006,jeep,wrangler,2018-12-23,25,like new,6.0,gas,14000,automatic,offroad,brown,1.0,18
10192,1,2014,toyota,tundra,2018-09-29,72,excellent,8.0,gas,89606,automatic,truck,blue,1.0,10
10202,38475,2016,chevrolet,silverado 1500,2019-03-11,7,like new,8.0,gas,12440,automatic,truck,red,1.0,8
10204,37665,2017,ford,f-150,2018-07-22,58,excellent,6.0,gas,43264,automatic,truck,red,1.0,7
10209,11500,1990,jeep,wrangler,2019-02-12,44,excellent,4.0,gas,95385,manual,other,other,1.0,34
10210,14850,2016,chevrolet,traverse,2018-09-12,39,good,6.0,gas,52504,automatic,SUV,silver,1.0,8
10211,27795,2016,ford,f-150,2018-07-07,3,good,6.0,gas,32413,automatic,truck,red,1.0,8
10222,9800,2006,ford,f-250,2018-12-06,31,good,8.0,diesel,205128,automatic,pickup,other,1.0,18
10223,4000,1997,dodge,dakota,2018-09-07,72,good,6.0,gas,210000,automatic,truck,white,1.0,27
10224,35665,2019,ram,1500,2019-04-14,15,excellent,8.0,gas,16887,automatic,truck,silver,1.0,5
10225,15500,2008,chevrolet,silverado 1500,2019-01-09,39,excellent,8.0,gas,73900,automatic,truck,blue,1.0,16
10226,19800,2014,chevrolet,silverado,2018-07-02,35,good,8.0,diesel,150764,automatic,truck,grey,1.0,10
10231,8400,1996,chevrolet,suburban,2018-08-24,59,like new,8.0,gas,166,automatic,SUV,other,1.0,28
10235,64999,1992,jeep,cherokee,2018-05-09,30,good,6.0,gas,225000,automatic,SUV,white,1.0,32
10237,3000,1998,ford,f150,2018-08-23,64,good,8.0,gas,207477,automatic,pickup,blue,1.0,26
10238,7995,2014,ford,explorer,2018-06-22,6,excellent,6.0,gas,145000,automatic,SUV,white,1.0,10
10239,11500,2003,ford,f250 super duty,2018-10-04,91,excellent,8.0,diesel,151252,automatic,pickup,black,1.0,21
10253,8995,2009,chevrolet,tahoe,2018-05-27,55,good,8.0,gas,178407,automatic,SUV,silver,1.0,15
10254,20000,2004,ram,3500,2018-11-29,9,excellent,6.0,diesel,330500,manual,pickup,white,1.0,20
10255,27995,2017,toyota,tundra,2019-04-15,54,excellent,8.0,gas,73000,automatic,pickup,blue,1.0,7
10259,14000,2008,ford,f250 super duty,2018-09-15,63,fair,10.0,gas,0,automatic,truck,other,1.0,16
10262,9800,2001,ford,f250,2019-03-07,75,excellent,8.0,diesel,239557,automatic,pickup,other,1.0,23
10263,4800,2007,honda,cr-v,2018-08-19,33,good,4.0,gas,195228,automatic,SUV,brown,1.0,17
10264,28500,2017,toyota,rav4,2018-12-31,80,excellent,4.0,gas,20600,automatic,SUV,other,1.0,7
10266,29555,2015,chevrolet,tahoe,2018-08-01,57,good,8.0,gas,80470,automatic,SUV,black,1.0,9
10270,25555,2016,jeep,wrangler,2019-02-10,25,good,6.0,gas,81003,automatic,SUV,other,1.0,8
10274,21955,2017,chrysler,300,2018-08-03,97,good,6.0,gas,27495,automatic,sedan,other,1.0,7
10275,29955,2016,ford,f-150,2018-12-26,38,good,8.0,gas,22991,automatic,truck,black,1.0,8
10276,33955,2018,chevrolet,silverado 1500,2018-12-28,16,good,8.0,gas,15950,automatic,truck,custom,1.0,6
10281,27800,2016,ford,f150 supercrew cab xlt,2019-03-10,33,good,6.0,gas,47570,other,pickup,white,1.0,8
10282,5900,2005,chevrolet,silverado 1500,2018-08-06,31,excellent,8.0,gas,149056,automatic,pickup,white,1.0,19
10284,14595,2014,subaru,outback,2018-06-19,32,excellent,4.0,gas,94000,automatic,SUV,blue,1.0,10
10289,4895,2003,chevrolet,silverado,2018-11-08,56,good,8.0,gas,154135,automatic,truck,other,1.0,21
10291,18500,2015,toyota,tacoma,2018-08-25,63,salvage,6.0,gas,63000,automatic,truck,grey,1.0,9
10293,7900,2006,ford,f-150,2018-09-08,27,excellent,8.0,gas,154213,automatic,pickup,red,1.0,18
10295,23000,2014,ford,f150 supercrew cab xlt,2019-01-17,19,good,6.0,gas,77994,other,pickup,other,1.0,10
10298,24000,2019,nissan,frontier crew cab sv,2019-01-03,6,good,6.0,gas,16295,other,pickup,other,1.0,5
10310,5900,2006,honda,pilot,2018-06-28,48,excellent,6.0,gas,233000,automatic,SUV,brown,1.0,18
10317,22800,2014,gmc,sierra 1500,2019-01-24,73,good,8.0,gas,111875,automatic,truck,white,1.0,10
10322,3900,2007,honda,cr-v,2018-10-09,81,good,4.0,gas,230000,automatic,SUV,custom,1.0,17
10331,12000,2017,volkswagen,jetta,2018-05-23,113,excellent,4.0,gas,43000,automatic,sedan,black,1.0,7
10334,2500,2014,ford,f150,2018-11-08,77,excellent,8.0,gas,115000,automatic,truck,white,1.0,10
10340,8500,2008,ford,f-150,2018-10-20,56,good,8.0,gas,172000,automatic,pickup,white,1.0,16
10342,16500,2007,chevrolet,silverado 2500hd,2018-08-24,36,excellent,8.0,diesel,360000,automatic,truck,grey,1.0,17
10352,5800,1999,chevrolet,tahoe,2018-07-22,96,excellent,8.0,gas,200000,automatic,SUV,black,1.0,25
10358,5500,2017,ford,explorer,2018-05-16,93,excellent,6.0,gas,25000,automatic,SUV,grey,1.0,7
10359,31108,2017,gmc,sierra 1500,2018-05-28,85,excellent,8.0,gas,98839,automatic,truck,other,1.0,7
10365,4500,2007,jeep,grand cherokee,2019-02-10,40,new,6.0,gas,217000,automatic,SUV,white,1.0,17
10367,9500,2004,toyota,tacoma,2018-08-18,37,good,6.0,gas,200000,automatic,truck,silver,1.0,20
10369,28995,2014,ram,2500,2018-11-21,41,good,8.0,gas,97831,automatic,truck,black,1.0,10
10370,18995,2015,ram,2500,2018-11-15,27,good,8.0,gas,135942,automatic,truck,grey,1.0,9
10372,27995,2016,ram,2500,2018-11-02,56,good,8.0,gas,64025,automatic,truck,grey,1.0,8
10377,3500,2011,ford,f-150,2019-04-07,27,excellent,8.0,gas,140503,automatic,pickup,silver,1.0,13
10379,2500,2014,nissan,frontier,2018-09-25,11,excellent,6.0,gas,84030,automatic,pickup,black,1.0,10
10389,7550,2002,ford,f-150,2018-11-30,9,like new,8.0,gas,147862,automatic,truck,other,1.0,22
10401,8950,2009,chevrolet,silverado 1500,2018-07-19,36,good,8.0,gas,179231,automatic,truck,other,1.0,15
10405,5995,2011,ford,expedition,2018-11-11,43,excellent,8.0,gas,187496,automatic,SUV,white,1.0,13
10407,9950,2007,gmc,sierra 1500,2018-12-22,17,good,8.0,gas,101837,automatic,truck,white,1.0,17
10408,9950,2011,ford,f-150,2018-07-22,57,good,6.0,gas,121928,automatic,truck,white,1.0,13
10413,29995,2015,jeep,wrangler unlimited,2019-02-05,46,excellent,6.0,gas,99159,automatic,SUV,other,1.0,9
10414,8495,2013,ford,escape,2018-07-24,42,like new,4.0,gas,139000,automatic,SUV,grey,1.0,11
10416,19995,2008,chevrolet,silverado 2500hd,2019-04-19,7,excellent,8.0,diesel,83351,automatic,pickup,other,1.0,16
10417,5995,1997,jeep,wrangler,2018-09-24,53,good,4.0,gas,179907,manual,SUV,white,1.0,27
10429,8495,1998,jeep,cherokee,2019-01-14,17,excellent,6.0,gas,270000,automatic,SUV,green,1.0,26
10431,2650,2007,jeep,grand cherokee,2018-12-08,17,good,6.0,gas,177000,automatic,SUV,red,1.0,17
10433,4500,2001,bmw,x5,2018-08-17,5,good,8.0,gas,118000,automatic,SUV,blue,1.0,23
10434,7500,2010,nissan,murano,2019-04-05,12,excellent,6.0,gas,78594,automatic,SUV,white,1.0,14
10437,1900,2003,ford,explorer,2018-12-06,27,good,6.0,gas,118000,automatic,SUV,blue,1.0,21
10442,6500,1998,jeep,wrangler,2019-01-17,25,like new,4.0,gas,137000,manual,offroad,red,1.0,26
10458,28995,2014,ram,2500,2018-10-19,42,good,8.0,gas,97831,automatic,truck,black,1.0,10
10460,27995,2016,ram,2500,2019-01-26,20,good,8.0,gas,64025,automatic,truck,grey,1.0,8
10461,17695,2012,chevrolet,silverado 2500hd,2018-08-03,107,good,8.0,gas,102125,automatic,truck,white,1.0,12
10462,34995,2012,ram,2500,2018-08-23,78,good,8.0,diesel,72610,automatic,truck,black,1.0,12
10465,16500,2014,ford,f-150,2018-05-19,28,excellent,6.0,gas,108266,automatic,pickup,white,1.0,10
10467,5995,2004,ford,explorer,2019-02-12,89,excellent,6.0,gas,135187,automatic,SUV,blue,1.0,20
